Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02
Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0,0.02
Bust A Groove 2,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02
Choro Q3,PS,1998,Racing,Takara,0,0,0.24,0.02
Armored Core: Master of Arena,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.14,0.1,0,0.02
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,0.14,0.1,0,0.02
Evil Zone,PS,1998,Fighting,Titus,0.14,0.1,0,0.02
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.24,0.02
Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.14,0.1,0,0.02
WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02
Caesars Palace II,PS,1998,Misc,Interplay,0.14,0.09,0,0.02
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02
Shadow Man,PS,1998,Action,Acclaim Entertainment,0.14,0.09,0,0.02
Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02
F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0,0.02
Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02
Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02
Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02
Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0,0.02
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02
Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02
K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02
G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0,0.02
Lucky Luke,PS,1998,Platform,Ocean,0.13,0.09,0,0.02
Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0,0.02
XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0,0.02
Wild 9,PS,1998,Action,Interplay,0.13,0.09,0,0.02
PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02
Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02
Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02
Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0,0.02
Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02
Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02
Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01
Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0,0.01
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0,0,0.21,0.01
The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01
Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01
Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01
Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01
Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0,0.01
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01
NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0,0.01
Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01
WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01
NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01
The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01
Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01
PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.01
Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0,0.01
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.01
Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0,0.01
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01
MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01
Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0,0,0.19,0.01
Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01
Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01
Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,0,0,0.18,0.01
Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,0.11,0.07,0,0.01
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01
J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01
Re-Volt,PS,1998,Racing,Acclaim Entertainment,0.11,0.07,0,0.01
Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01
Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0,0,0.18,0.01
Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0,0.01
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01
Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01
Big Air,PS,1999,Sports,Accolade,0.1,0.07,0,0.01
Gallop Racer,PS,1999,Sports,Tecmo Koei,0,0,0.18,0.01
College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01
ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01
Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01
Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01
Reel Fishing II,PS,2000,Sports,Victor Interactive,0.1,0.07,0,0.01
Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0,0.01
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0,0.01
No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01
Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01
World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01
Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0,0,0.12,0.01
Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01
Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01
Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01
HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0,0.01
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0,0,0.11,0.01
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,0.07,0.04,0,0.01
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0,0.01
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01
Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.11,0.01
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01
F1 Racing Championship,PS,2000,Racing,Video System,0.06,0.04,0,0.01
Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01
BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0,0.01
The King of Fighters '99,PS,2000,Fighting,SNK,0,0,0.11,0.01
Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01
Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01
Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01
Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0,0.01
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0,0.01
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0,0.01
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0,0.01
FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0,0.01
Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01
Arcade Party Pak,PS,1999,Misc,Midway Games,0.06,0.04,0,0.01
Railroad Tycoon II,PS,1999,Strategy,PopTop Software,0.06,0.04,0,0.01
Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0,0,0.1,0.01
Black Bass with Blue Marlin,PS,1999,Sports,Starfish,0.06,0.04,0,0.01
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0,0,0.1,0.01
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,0,0,0.1,0.01
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0,0.01
Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01
Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0,0.01
D,PS,1995,Adventure,Acclaim Entertainment,0,0,0.1,0.01
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,0.1,0.01
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0,0
Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0,0
The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,0.03,0
The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0,0
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,0.02,0
Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0,0
Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0,0
Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0,0
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0
Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0
Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0
Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,0.01,0.01,0,0
Silent Bomber,PS,1999,Action,Virgin Interactive,0.01,0.01,0,0
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0,0
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0
Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0
The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0,0
Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0
Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57
Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78
Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16
Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3
Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53
Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09
Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74
Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17
Madden NFL 2004,PS2,N/A,Sports,Electronic Arts,4.26,0.26,0.01,0.71
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0,0.34
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42
FIFA 16,PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.1,0.08,0.45
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.22,0,0.23
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27
Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.04,0.18,0.38
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.84,0.1,0.38
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31
